  3.2080000e-001  4.4780000e-001
  9.2200000e-002  9.8120000e-001
 -1.1100000e-001  1.5650000e+000
 -2.3800000e-001  2.0990000e+000
 -3.1420000e-001  2.6070000e+000
 -2.8880000e-001  3.1660000e+000
 -3.3960000e-001  3.6990000e+000
 -5.1740000e-001  4.1820000e+000
 -6.6980000e-001  4.5370000e+000
 -3.1420000e-001  4.5630000e+000
  1.6000000e-002  4.4610000e+000
  1.1760000e-001  4.1310000e+000
  2.7000000e-001  3.7750000e+000
  3.4620000e-001  3.3180000e+000
  4.2240000e-001  3.1400000e+000
  5.2400000e-001  3.5720000e+000
  5.4940000e-001  3.9530000e+000
  4.4780000e-001  4.5120000e+000
  2.7000000e-001  5.0200000e+000
  1.9380000e-001  5.6550000e+000
  1.4300000e-001  6.1630000e+000
  1.1760000e-001  6.5440000e+000
  2.7000000e-001  6.7220000e+000
  6.0020000e-001  6.5690000e+000
  6.7640000e-001  6.0360000e+000
  8.7960000e-001  5.5280000e+000
  9.8120000e-001  5.0200000e+000
  1.0070000e+000  4.5630000e+000
  1.2610000e+000  4.1560000e+000
  1.3620000e+000  4.6640000e+000
  1.3110000e+000  5.1720000e+000
  1.3620000e+000  5.6800000e+000
  1.3620000e+000  6.3150000e+000
  1.3880000e+000  6.7720000e+000
  1.6160000e+000  7.0520000e+000
  1.9720000e+000  6.9250000e+000
  1.9210000e+000  6.3150000e+000
  1.8450000e+000  5.8070000e+000
  1.9460000e+000  5.2740000e+000
  1.9210000e+000  4.8170000e+000
  1.9460000e+000  4.3850000e+000
  1.9970000e+000  4.1310000e+000
  2.0730000e+000  4.7400000e+000
  2.2000000e+000  5.2740000e+000
  2.2260000e+000  5.7820000e+000
  2.3530000e+000  6.3150000e+000
  2.6580000e+000  6.3410000e+000
  2.7080000e+000  5.9090000e+000
  2.6830000e+000  5.4010000e+000
  2.6830000e+000  4.9180000e+000
  2.5810000e+000  4.4610000e+000
  2.5310000e+000  3.9020000e+000
  2.7340000e+000  3.4700000e+000
  2.9370000e+000  3.8510000e+000
  3.1400000e+000  4.3090000e+000
  3.2160000e+000  4.6900000e+000
  3.4700000e+000  4.9690000e+000
  3.6480000e+000  4.6900000e+000
  3.6740000e+000  4.2580000e+000
  3.4960000e+000  3.8010000e+000
  3.2670000e+000  3.3430000e+000
  3.1660000e+000  2.8100000e+000
  3.0390000e+000  2.2510000e+000
  2.9370000e+000  1.5910000e+000
  2.7850000e+000  1.0320000e+000
  2.6070000e+000  5.7480000e-001
  2.4290000e+000  1.4300000e-001
