  0.0000000e+000  1.9357375e-002  3.8729000e-002  5.8114125e-002  7.7512000e-002  9.6921875e-002  1.1634300e-001  1.3577463e-001  1.5521600e-001  1.7466638e-001  1.9412500e-001  2.1359113e-001  2.3306400e-001  2.5254288e-001  2.7202700e-001  2.9151563e-001  3.1100800e-001  3.3050338e-001  3.5000100e-001  3.6950013e-001  3.8899961e-001
  3.1136878e-001  3.4033751e-001  3.6933868e-001  3.9837140e-001  4.2743481e-001  4.5652801e-001  4.8565013e-001  5.1480028e-001  5.4397759e-001  5.7318117e-001  6.0241014e-001  6.3166362e-001  6.6094073e-001  6.9024059e-001  7.1956231e-001  7.4890502e-001  7.7826783e-001  8.0764987e-001  8.3705025e-001  8.6646808e-001  8.9590191e-001
  6.7182525e-001  7.0628131e-001  7.4083679e-001  7.7548829e-001  8.1023238e-001  8.4506565e-001  8.7998467e-001  9.1498602e-001  9.5006628e-001  9.8522204e-001  1.0204499e+000  1.0557464e+000  1.0911081e+000  1.1265316e+000  1.1620136e+000  1.1975505e+000  1.2331389e+000  1.2687756e+000  1.3044569e+000  1.3401795e+000  1.3759393e+000
  1.0632946e+000  1.0999168e+000  1.1367364e+000  1.1737459e+000  1.2109377e+000  1.2483043e+000  1.2858381e+000  1.3235317e+000  1.3613776e+000  1.3993680e+000  1.4374957e+000  1.4757529e+000  1.5141322e+000  1.5526261e+000  1.5912269e+000  1.6299273e+000  1.6687196e+000  1.7075963e+000  1.7465498e+000  1.7855728e+000  1.8246567e+000
  1.4677020e+000  1.5039720e+000  1.5405505e+000  1.5774252e+000  1.6145836e+000  1.6520133e+000  1.6897020e+000  1.7276374e+000  1.7658069e+000  1.8041982e+000  1.8427990e+000  1.8815968e+000  1.9205793e+000  1.9597340e+000  1.9990486e+000  2.0385107e+000  2.0781079e+000  2.1178278e+000  2.1576581e+000  2.1975862e+000  2.2375992e+000
  1.8669727e+000  1.9011749e+000  1.9357922e+000  1.9708072e+000  2.0062030e+000  2.0419623e+000  2.0780679e+000  2.1145028e+000  2.1512498e+000  2.1882917e+000  2.2256113e+000  2.2631916e+000  2.3010154e+000  2.3390655e+000  2.3773247e+000  2.4157760e+000  2.4544022e+000  2.4931860e+000  2.5321105e+000  2.5711584e+000  2.6103117e+000
  2.2430318e+000  2.2742536e+000  2.3059744e+000  2.3381732e+000  2.3708289e+000  2.4039206e+000  2.4374273e+000  2.4713280e+000  2.5056017e+000  2.5402274e+000  2.5751841e+000  2.6104509e+000  2.6460067e+000  2.6818306e+000  2.7179015e+000  2.7541985e+000  2.7907006e+000  2.8273868e+000  2.8642361e+000  2.9012275e+000  2.9383393e+000
  2.5779404e+000  2.6060669e+000  2.6347362e+000  2.6639252e+000  2.6936108e+000  2.7237700e+000  2.7543796e+000  2.7854165e+000  2.8168578e+000  2.8486802e+000  2.8808608e+000  2.9133764e+000  2.9462040e+000  2.9793205e+000  3.0127028e+000  3.0463278e+000  3.0801725e+000  3.1142137e+000  3.1484284e+000  3.1827935e+000  3.2172852e+000
  2.8619160e+000  2.8873241e+000  2.9132717e+000  2.9397356e+000  2.9666928e+000  2.9941202e+000  3.0219947e+000  3.0502933e+000  3.0789928e+000  3.1080701e+000  3.1375022e+000  3.1672661e+000  3.1973385e+000  3.2276965e+000  3.2583169e+000  3.2891767e+000  3.3202527e+000  3.3515219e+000  3.3829613e+000  3.4145477e+000  3.4462574e+000
  3.0978181e+000  3.1209025e+000  3.1444853e+000  3.1685451e+000  3.1930605e+000  3.2180101e+000  3.2433724e+000  3.2691261e+000  3.2952498e+000  3.3217220e+000  3.3485213e+000  3.3756263e+000  3.4030156e+000  3.4306678e+000  3.4585615e+000  3.4866753e+000  3.5149877e+000  3.5434774e+000  3.5721229e+000  3.6009029e+000  3.6297953e+000
  3.2895937e+000  3.3107261e+000  3.3322890e+000  3.3542639e+000  3.3766323e+000  3.3993755e+000  3.4224751e+000  3.4459125e+000  3.4696692e+000  3.4937267e+000  3.5180664e+000  3.5426698e+000  3.5675182e+000  3.5925933e+000  3.6178765e+000  3.6433491e+000  3.6689927e+000  3.6947888e+000  3.7207188e+000  3.7467641e+000  3.7729057e+000
  3.4411900e+000  3.4607191e+000  3.4805947e+000  3.5008021e+000  3.5213263e+000  3.5421522e+000  3.5632651e+000  3.5846498e+000  3.6062915e+000  3.6281753e+000  3.6502861e+000  3.6726091e+000  3.6951293e+000  3.7178317e+000  3.7407014e+000  3.7637235e+000  3.7868830e+000  3.8101649e+000  3.8335544e+000  3.8570364e+000  3.8805956e+000
  3.5565540e+000  3.5748053e+000  3.5933143e+000  3.6120699e+000  3.6310609e+000  3.6502762e+000  3.6697047e+000  3.6893354e+000  3.7091571e+000  3.7291586e+000  3.7493290e+000  3.7696570e+000  3.7901316e+000  3.8107417e+000  3.8314761e+000  3.8523238e+000  3.8732736e+000  3.8943144e+000  3.9154352e+000  3.9366247e+000  3.9578716e+000
  3.6396327e+000  3.6569090e+000  3.6743597e+000  3.6919773e+000  3.7097543e+000  3.7276832e+000  3.7457565e+000  3.7639667e+000  3.7823062e+000  3.8007677e+000  3.8193435e+000  3.8380262e+000  3.8568082e+000  3.8756821e+000  3.8946403e+000  3.9136754e+000  3.9327799e+000  3.9519461e+000  3.9711668e+000  3.9904342e+000  4.0097406e+000
  3.6943955e+000  3.7109753e+000  3.7276622e+000  3.7444516e+000  3.7613389e+000  3.7783196e+000  3.7953891e+000  3.8125427e+000  3.8297760e+000  3.8470843e+000  3.8644631e+000  3.8819077e+000  3.8994136e+000  3.9169763e+000  3.9345910e+000  3.9522533e+000  3.9699586e+000  3.9877023e+000  4.0054797e+000  4.0232864e+000  4.0411174e+000
  3.7250703e+000  3.7411953e+000  3.7573786e+000  3.7736176e+000  3.7899099e+000  3.8062531e+000  3.8226448e+000  3.8390824e+000  3.8555636e+000  3.8720860e+000  3.8886470e+000  3.9052442e+000  3.9218753e+000  3.9385377e+000  3.9552290e+000  3.9719468e+000  3.9886887e+000  4.0054521e+000  4.0222347e+000  4.0390341e+000  4.0558473e+000
  3.7360520e+000  3.7519190e+000  3.7678113e+000  3.7837278e+000  3.7996676e+000  3.8156298e+000  3.8316133e+000  3.8476172e+000  3.8636406e+000  3.8796824e+000  3.8957417e+000  3.9118176e+000  3.9279091e+000  3.9440152e+000  3.9601349e+000  3.9762673e+000  3.9924115e+000  4.0085664e+000  4.0247311e+000  4.0409046e+000  4.0570857e+000
  3.7317382e+000  3.7474989e+000  3.7632651e+000  3.7790369e+000  3.7948142e+000  3.8105970e+000  3.8263852e+000  3.8421789e+000  3.8579780e+000  3.8737824e+000  3.8895922e+000  3.9054073e+000  3.9212276e+000  3.9370532e+000  3.9528840e+000  3.9687200e+000  3.9845611e+000  4.0004074e+000  4.0162587e+000  4.0321151e+000  4.0479763e+000
  3.7165265e+000  3.7322873e+000  3.7480448e+000  3.7637994e+000  3.7795517e+000  3.7953021e+000  3.8110511e+000  3.8267993e+000  3.8425470e+000  3.8582947e+000  3.8740430e+000  3.8897924e+000  3.9055433e+000  3.9212961e+000  3.9370515e+000  3.9528099e+000  3.9685717e+000  3.9843374e+000  4.0001076e+000  4.0158827e+000  4.0316629e+000
  3.6948146e+000  3.7106369e+000  3.7264552e+000  3.7422701e+000  3.7580823e+000  3.7738925e+000  3.7897015e+000  3.8055100e+000  3.8213186e+000  3.8371280e+000  3.8529391e+000  3.8687523e+000  3.8845686e+000  3.9003885e+000  3.9162128e+000  3.9320421e+000  3.9478773e+000  3.9637189e+000  3.9795677e+000  3.9954245e+000  4.0112895e+000
  3.6710005e+000  3.6869006e+000  3.7028015e+000  3.7187038e+000  3.7346085e+000  3.7505161e+000  3.7664275e+000  3.7823433e+000  3.7982645e+000  3.8141916e+000  3.8301254e+000  3.8460668e+000  3.8620164e+000  3.8779751e+000  3.8939434e+000  3.9099223e+000  3.9259124e+000  3.9419146e+000  3.9579294e+000  3.9739578e+000  3.9900001e+000
