 -5.7190000e+000 -5.7188127e+000 -5.7182364e+000 -5.7172498e+000 -5.7158313e+000 -5.7139596e+000 -5.7116143e+000 -5.7088695e+000 -5.7059653e+000 -5.7031564e+000 -5.7006042e+000 -5.6983582e+000 -5.6964720e+000 -5.6951783e+000 -5.6948585e+000 -5.6958464e+000 -5.6979640e+000 -5.7007431e+000 -5.7041352e+000 -5.7107019e+000 -5.7239996e+000
 -5.4915567e+000 -5.4915487e+000 -5.4915240e+000 -5.4914817e+000 -5.4914209e+000 -5.4913406e+000 -5.4912401e+000 -5.4911224e+000 -5.4909979e+000 -5.4908774e+000 -5.4907680e+000 -5.4906717e+000 -5.4905909e+000 -5.4905354e+000 -5.4905217e+000 -5.4905640e+000 -5.4906548e+000 -5.4907740e+000 -5.4909194e+000 -5.4912010e+000 -5.4917711e+000
 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000 -5.2952144e+000
 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000 -5.0981370e+000
 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000 -4.9223160e+000
 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000 -4.7991953e+000
 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000 -4.7289295e+000
 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000 -4.6659756e+000
 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000 -4.5608707e+000
 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000 -4.3909970e+000
