  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526562e-001  2.6070833e-001  2.6721354e-001  2.7500000e-001  2.8423177e-001  2.9485417e-001  3.0675781e-001  3.1983333e-001  3.3497656e-001  3.5710417e-001  3.9213802e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526563e-001  2.6070839e-001  2.6721372e-001  2.7500043e-001  2.8423259e-001  2.9485539e-001  3.0675931e-001  3.1983485e-001  3.3497775e-001  3.5710484e-001  3.9213823e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526568e-001  2.6070877e-001  2.6721501e-001  2.7500347e-001  2.8423831e-001  2.9486393e-001  3.0676983e-001  3.1984549e-001  3.3498608e-001  3.5710959e-001  3.9213968e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526581e-001  2.6070980e-001  2.6721849e-001  2.7501172e-001  2.8425384e-001  2.9488713e-001  3.0679837e-001  3.1987435e-001  3.3500870e-001  3.5712248e-001  3.9214361e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526606e-001  2.6071181e-001  2.6722526e-001  2.7502778e-001  2.8428407e-001  2.9493229e-001  3.0685395e-001  3.1993056e-001  3.3505273e-001  3.5714757e-001  3.9215126e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526645e-001  2.6071495e-001  2.6723588e-001  2.7505295e-001  2.8433147e-001  2.9500309e-001  3.0694107e-001  3.2001866e-001  3.3512177e-001  3.5718690e-001  3.9216326e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526693e-001  2.6071875e-001  2.6724870e-001  2.7508333e-001  2.8438867e-001  2.9508854e-001  3.0704622e-001  3.2012500e-001  3.3520508e-001  3.5723437e-001  3.9217773e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526740e-001  2.6072255e-001  2.6726152e-001  2.7511372e-001  2.8444588e-001  2.9517399e-001  3.0715137e-001  3.2023134e-001  3.3528839e-001  3.5728185e-001  3.9219221e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526780e-001  2.6072569e-001  2.6727214e-001  2.7513889e-001  2.8449327e-001  2.9524479e-001  3.0723850e-001  3.2031944e-001  3.3535742e-001  3.5732118e-001  3.9220421e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526805e-001  2.6072770e-001  2.6727891e-001  2.7515495e-001  2.8452351e-001  2.9528996e-001  3.0729408e-001  3.2037565e-001  3.3540146e-001  3.5734627e-001  3.9221186e-001  4.4599870e-001
  2.2500000e-001  2.2899219e-001  2.3218750e-001  2.3491406e-001  2.3750000e-001  2.4023698e-001  2.4327083e-001  2.4671094e-001  2.5066667e-001  2.5526817e-001  2.6072873e-001  2.6728239e-001  2.7516319e-001  2.8453904e-001  2.9531315e-001  3.0732262e-001  3.2040451e-001  3.3542407e-001  3.5735916e-001  3.9221579e-001  4.4599870e-001
