   12.2000         0    1.4000
   12.2000         0    1.4000
   12.2000         0    1.4000
   12.2000         0    1.4000
   12.2000         0    1.4000
   11.4490    0.2660    0.9660
   11.4490    0.2000    0.9000
   11.4490    0.1400    0.8380
   11.4490    0.0760    0.7600
   11.4490         0    0.7000
   10.8770    0.5390    0.8550
   10.8770    0.4100    0.6800
   10.8770    0.2800    0.5000
   10.8770    0.1400    0.3360
   10.8770         0    0.1660
   10.6690    0.6130    0.8250
   10.6690    0.4720    0.6200
   10.6690    0.3160    0.4100
   10.6690    0.1640    0.2000
   10.6690         0         0
   10.3040    0.7590    0.7660
   10.3040    0.5840    0.5900
   10.3040    0.3980    0.3800
   10.3040    0.2000    0.1800
   10.3040         0         0
    9.7320    0.9320    0.6960
    9.7320    0.7180    0.5240
    9.7320    0.4800    0.3500
    9.7320    0.2400    0.1640
    9.7320         0         0
    9.1590    1.0630    0.6430
    9.1590    0.8800    0.5200
    9.1590    0.5900    0.3400
    9.1590    0.3000    0.1760
    9.1590         0         0
    8.5870    1.1580    0.6040
    8.5870    0.8800    0.4420
    8.5870    0.5800    0.3000
    8.5870    0.2900    0.1540
    8.5870         0         0
    8.0150    1.2240    0.5780
    8.0150    0.9240    0.4340
    8.0150    0.6200    0.2840
    8.0150    0.3160    0.1500
    8.0150         0         0
    7.4420    1.2640    0.5620
    7.4420    0.9600    0.4100
    7.4420    0.6400    0.2740
    7.4420    0.3240    0.1360
    7.4420         0         0
    6.8700    1.2860    0.5530
    6.8700    0.9800    0.4100
    6.8700    0.6540    0.2780
    6.8700    0.3180    0.1360
    6.8700         0         0
    6.2970    1.2940    0.5490
    6.2970    0.9700    0.3800
    6.2970    0.6440    0.2520
    6.2970    0.3240    0.1300
    6.2970         0         0
    5.7250    1.2940    0.5490
    5.7250    0.9700    0.3800
    5.7250    0.6440    0.2520
    5.7250    0.3240    0.1300
    5.7250         0         0
    5.1520    1.2940    0.5490
    5.1520    0.9700    0.3800
    5.1520    0.6440    0.2520
    5.1520    0.3240    0.1300
    5.1520         0         0
    4.5800    1.2820    0.5460
    4.5800    0.9600    0.3800
    4.5800    0.6440    0.2560
    4.5800    0.3260    0.1340
    4.5800         0    0.0130
    4.0070    1.2620    0.5400
    4.0070    0.9460    0.4100
    4.0070    0.6400    0.2800
    4.0070    0.3200    0.1560
    4.0070         0    0.0320
    3.4350    1.2390    0.5340
    3.4350    0.9200    0.4000
    3.4350    0.6160    0.2940
    3.4350    0.3000    0.1760
    3.4350         0    0.0550
    2.8620    1.2120    0.5260
    2.8620    0.9200    0.4160
    2.8620    0.6000    0.2000
    2.8620    0.3000    0.1920
    2.8620         0    0.0820
    2.2900    1.1840    0.5180
    2.2900    0.9000    0.4100
    2.2900    0.6000    0.3000
    2.2900    0.3000    0.2000
    2.2900         0    0.1100
    1.7170    1.1560    0.5110
    1.7170    0.8920    0.4200
    1.7170    0.6000    0.3200
    1.7170    0.3000    0.2340
    1.7170         0    0.1370
    1.1450    1.1310    0.5030
    1.1450    0.8500    0.4200
    1.1450    0.5700    0.3300
    1.1450    0.2800    0.2400
    1.1450         0    0.1630
    0.5720    1.1090    0.4970
    0.5720    0.8400    0.4220
    0.5720    0.5600    0.3400
    0.5720    0.2700    0.2520
    0.5720         0    0.1840
         0    1.0930    0.4930
         0    0.8400    0.4380
         0    0.5600    0.3600
         0    0.2800    0.2800
         0         0    0.2000
