 -7.7032000e+001  1.2307000e+001  1.3160000e+001
 -7.7032000e+001  1.1923000e+001  1.3160000e+001
 -7.7032000e+001  1.1538000e+001  1.3160000e+001
 -7.7032000e+001  1.1154000e+001  1.3160000e+001
 -7.7032000e+001  1.0769000e+001  1.3160000e+001
 -7.7032000e+001  1.0384000e+001  1.3160000e+001
 -7.7032000e+001  1.0000000e+001  1.3160000e+001
 -7.7032000e+001  9.6150000e+000  1.3160000e+001
 -7.7032000e+001  9.2310000e+000  1.3160000e+001
 -7.7032000e+001  8.8460000e+000  1.3160000e+001
 -7.7032000e+001  8.4610000e+000  1.3160000e+001
 -7.7032000e+001  8.0770000e+000  1.3160000e+001
 -7.7032000e+001  7.6920000e+000  1.3160000e+001
 -7.7032000e+001  7.3080000e+000  1.3160000e+001
 -7.7032000e+001  6.9230000e+000  1.3160000e+001
 -7.7032000e+001  6.5380000e+000  1.3160000e+001
 -7.7032000e+001  6.1540000e+000  1.3160000e+001
 -7.7032000e+001  5.7690000e+000  1.3160000e+001
 -7.7032000e+001  5.3850000e+000  1.3160000e+001
 -7.7032000e+001  5.0000000e+000  1.3160000e+001
 -7.7032000e+001  4.6150000e+000  1.3160000e+001
 -7.7032000e+001  4.2310000e+000  1.3160000e+001
 -7.7032000e+001  3.8460000e+000  1.3160000e+001
 -7.7032000e+001  3.4610000e+000  1.3160000e+001
 -7.7032000e+001  3.0770000e+000  1.3160000e+001
 -7.7032000e+001  2.6920000e+000  1.3160000e+001
 -7.7032000e+001  2.3080000e+000  1.3160000e+001
 -7.7032000e+001  1.9230000e+000  1.3160000e+001
 -7.7032000e+001  1.5380000e+000  1.3160000e+001
 -7.7032000e+001  1.1540000e+000  1.3160000e+001
 -7.7032000e+001  7.6900000e-001  1.3160000e+001
 -7.7032000e+001  3.8500000e-001  1.3160000e+001
 -7.7032000e+001  0.0000000e+000  1.3160000e+001
 -7.5301000e+001  1.2307000e+001  1.3160000e+001
 -7.5301000e+001  1.1923000e+001  1.3160000e+001
 -7.5301000e+001  1.1538000e+001  1.3160000e+001
 -7.5301000e+001  1.1153000e+001  1.3160000e+001
 -7.5301000e+001  1.0769000e+001  1.3160000e+001
 -7.5301000e+001  1.0384000e+001  1.3160000e+001
 -7.5301000e+001  1.0000000e+001  1.3160000e+001
 -7.5301000e+001  9.6150000e+000  1.3160000e+001
 -7.5301000e+001  9.2300000e+000  1.3160000e+001
 -7.5301000e+001  8.8460000e+000  1.3160000e+001
 -7.5301000e+001  8.4610000e+000  1.3160000e+001
 -7.5301000e+001  8.0770000e+000  1.3160000e+001
 -7.5301000e+001  7.6920000e+000  1.3160000e+001
 -7.5301000e+001  7.3070000e+000  1.3160000e+001
 -7.5301000e+001  6.9230000e+000  1.3160000e+001
 -7.5301000e+001  6.5380000e+000  1.3160000e+001
 -7.5301000e+001  6.1540000e+000  1.3160000e+001
 -7.5301000e+001  5.7690000e+000  1.3160000e+001
 -7.5301000e+001  5.3840000e+000  1.3160000e+001
 -7.5301000e+001  5.0000000e+000  1.3160000e+001
 -7.5301000e+001  4.6150000e+000  1.3160000e+001
 -7.5301000e+001  4.2310000e+000  1.3160000e+001
 -7.5301000e+001  3.8460000e+000  1.3160000e+001
 -7.5301000e+001  3.4610000e+000  1.3160000e+001
 -7.5301000e+001  3.0770000e+000  1.3160000e+001
 -7.5301000e+001  2.6920000e+000  1.3160000e+001
 -7.5301000e+001  2.3080000e+000  1.3160000e+001
 -7.5301000e+001  1.9230000e+000  1.3160000e+001
 -7.5301000e+001  1.5380000e+000  1.3160000e+001
 -7.5301000e+001  1.1540000e+000  1.3160000e+001
 -7.5301000e+001  7.6900000e-001  1.3160000e+001
 -7.5301000e+001  3.8500000e-001  1.3160000e+001
 -7.5301000e+001  0.0000000e+000  1.3160000e+001
 -7.3570000e+001  1.2307000e+001  1.3160000e+001
 -7.3570000e+001  1.1922000e+001  1.3160000e+001
 -7.3570000e+001  1.1538000e+001  1.3160000e+001
 -7.3570000e+001  1.1153000e+001  1.3160000e+001
 -7.3570000e+001  1.0769000e+001  1.3160000e+001
 -7.3570000e+001  1.0384000e+001  1.3160000e+001
 -7.3570000e+001  9.9990000e+000  1.3160000e+001
 -7.3570000e+001  9.6150000e+000  1.3160000e+001
 -7.3570000e+001  9.2300000e+000  1.3160000e+001
 -7.3570000e+001  8.8460000e+000  1.3160000e+001
 -7.3570000e+001  8.4610000e+000  1.3160000e+001
 -7.3570000e+001  8.0760000e+000  1.3160000e+001
 -7.3570000e+001  7.6920000e+000  1.3160000e+001
 -7.3570000e+001  7.3070000e+000  1.3160000e+001
 -7.3570000e+001  6.9230000e+000  1.3160000e+001
 -7.3570000e+001  6.5380000e+000  1.3160000e+001
